TRGID,3PMP Fee,Check In Fee,Marketing Fee,Merchant Fee,Overbox Fee,Packaging Fee,PPS Fee,Refund Fee,Refurb Fee,Revshare Fee,Shipping Fee
209897778,$0,,$0,,,,$4,,$16,$2,
209897855,$0,,$0,,,,$4,,$16,$2,
209897871,$0,,$0,,,,$4,,$16,$3,
209897889,$0,,$0,,,,$4,,$1,$2,
209898786,$0,,$0,,,,$4,,$16,$4,
209898796,$0,,$0,,,,$4,,$16,$3,
209898825,$0,,$0,,,,$4,,$1,$6,
209898831,$0,,$0,,,,$4,,$16,$2,
209898844,$0,,$0,,,,$4,,$1,$2,
209898853,$0,,$0,,,,$4,,$16,$2,
209898857,$0,,$0,,,,$4,,$16,$2,
209898900,$0,,$0,,,,$4,,$1,$2,
209898943,$15,,$0,$0,$0,,$4,,$18,$6,$0
209898965,$15,,$0,$0,$0,,$4,,$1,$6,$0
209898968,$15,,$0,$0,$0,,$4,,$18,$6,$0
209899038,$6,,$0,$0,$0,,$4,,$16,$2,$0
209899092,$0,,$0,,,,$4,,$16,$2,
209899093,$15,,$0,$0,$0,,$4,,$18,$6,$0
209899525,$0,,$0,,,,$4,,$16,$4,
209899759,$13,,$0,$0,$0,,$4,,$1,$5,$0
209900262,$0,,$0,,,,$4,,$16,$4,
209900617,$0,,$0,,$0,,$0,,$1,$3,
209900632,$0,,$0,,$0,,$0,,$1,$4,
209900635,$0,,$0,,$0,,$0,,$1,$4,
209901409,$1,$3,$0,$0,$0,,$4,,$0,$0,$0
209901877,$1,$3,$0,$0,$0,,$4,,$0,$0,$0
209907042,$7,,$0,$0,$0,,$4,,$1,$3,$0
209907306,$0,,$0,,$0,,$0,,$2,$2,
209907587,$0,,$0,,$0,,$0,,$1,$1,
209907591,$0,,$0,,$0,,$0,,$1,$1,
209907594,$0,,$0,,$0,,$0,,$1,$1,
209907598,$0,,$0,,$0,,$0,,$1,$1,
209907599,$0,,$0,,$0,,$0,,$1,$0,
209907627,$0,,$0,,$0,,$0,,$1,$1,
209907628,$0,,$0,,$0,,$0,,$1,$1,
209907631,$0,,$0,,$0,,$0,,$1,$0,
209907632,$0,,$0,,$0,,$0,,$1,$0,
209907634,$0,,$0,,$0,,$0,,$1,$1,
209907635,$0,,$0,,$0,,$0,,$1,$1,
209907727,$0,,$0,,$0,,$0,,$1,$4,
209907731,$0,,$0,,$0,,$0,,$1,$4,
209907737,$0,,$0,,$0,,$0,,$1,$1,
209907742,$0,,$0,,$0,,$0,,$1,$1,
209907770,$0,,$0,,$0,,$0,,$1,$1,
209907771,$0,,$0,,$0,,$0,,$1,$2,
209907772,$0,,$0,,$0,,$0,,$1,$1,
209907773,$0,,$0,,$0,,$0,,$1,$1,
209907775,$0,,$0,,$0,,$0,,$1,$1,
209907801,$0,,$0,,$0,,$0,,$1,$1,
209907806,$0,,$0,,$0,,$0,,$1,$1,
209907809,$0,,$0,,$0,,$0,,$1,$1,
209907918,$0,,$0,,$0,,$0,,$1,$1,
209907921,$0,,$0,,$0,,$0,,$1,$1,
209907926,$0,,$0,,$0,,$0,,$1,$2,
209907929,$0,,$0,,$0,,$0,,$1,$2,
209907930,$0,,$0,,$0,,$0,,$1,$2,
209907931,$0,,$0,,$0,,$0,,$1,$0,
209907934,$0,,$0,,$0,,$0,,$1,$1,
209907935,$0,,$0,,$0,,$0,,$1,$1,
209908052,$0,,$0,,,,$6,,$27,$15,
209908189,$0,,$0,,,,$6,,$27,$15,
209908201,$39,,$0,$0,$0,,$6,,$27,$17,$0
209908302,$53,,$0,$0,$0,,$6,,$27,$26,$0
209908569,$44,,$0,$0,$0,,$6,,$27,$18,$0
209908594,$16,,$0,$0,$0,,$6,,$27,$7,$0
209908628,$10,,$0,$0,$0,,$6,,$27,$5,$0
209908650,$0,,$0,,,,$6,,$27,$15,
209908727,$0,,$0,,,,$6,,$27,$7,
209908778,$0,,$0,,,,$6,,$27,$15,
209908883,$8,,$0,$0,$0,,$6,,$27,$3,$0
209909013,$50,,$0,$0,$0,,$6,,$27,$21,$0
209909039,$58,,$0,$0,$0,,$6,,$27,$26,$0
209909158,$69,,$0,$0,$0,,$6,,$27,$29,$0
209909721,$8,,$0,$0,$0,,$4,,$2,$2,$0
209909767,$3,,$0,$0,$0,,$4,,$2,$1,$0
209911071,$7,,$0,$0,$0,,$4,,$2,$2,$0
209911685,$0,,$0,,$0,,$0,,$2,$2,
209914992,$19,,$0,,,,,,,$8,
209915015,$19,,$0,$0,$0,,$4,,$1,$6,$0
209915126,$17,,$0,$0,$0,,$4,,$2,$5,$0
209916696,$5,,$0,$0,$0,,$4,,$2,$1,$0
209916771,$6,,$0,$0,$0,,$4,,$2,$2,$0
209917448,$0,,$0,,$0,,$4,,$53,$1,
209917459,$0,,$0,,$0,,$0,,$16,$1,
209917460,$0,,$0,,$0,,$0,,$16,$1,
209917467,$0,,$0,,$0,,$4,,$42,$1,
209917474,$0,,$0,,$0,,$0,,$16,$1,
209917484,$12,,$0,$0,$0,,$4,,$53,$4,$0
209917488,$0,,$0,,$0,,$4,,$42,$1,
209917643,$0,,$0,,$0,,$0,,$2,$5,
209917726,$0,,$0,,$0,,$0,,$2,$3,
209917830,$0,,$0,,$0,,$0,,$2,$1,
209918012,$6,,$0,$0,$0,,$4,,$2,$2,$0
209918015,$0,,$0,,$0,,$0,,$2,$2,
209918434,$5,,$0,$0,$0,,$4,,$2,$1,$0
209926063,$0,,$0,,$0,,$0,,$2,$2,
209932527,$9,,$0,$0,$0,,$4,,$32,$3,$0
209932561,$5,,$0,$0,$0,,$4,,$2,$1,$0
209932582,$5,,$0,$0,$0,,$4,,$2,$1,$0
209934600,$21,,$0,$0,$0,,$6,,$27,$9,$0
209935093,$0,,$0,,$0,,$0,,$2,$1,
209936204,$8,$3,$0,$0,$0,,$4,,$0,$2,$0
209936208,$8,$3,$0,$0,$0,,$4,,$0,$2,$0
209936214,$9,$3,$0,$0,$0,,$4,,$0,$2,$0
209936217,$8,$3,$0,$0,$0,,$4,,$0,$2,$0
209936277,$4,,$0,$0,$0,,$4,,$16,$1,$0
209936288,$4,,$0,$0,$0,,$4,,$16,$1,$0
209936294,$17,,$0,$0,$0,,$4,,$16,$7,$0
209936301,$14,,$0,$0,$0,,$4,,$18,$6,$0
209936313,$12,,$0,$0,$0,,$4,,$18,$5,$0
209936391,$17,,$0,$0,$0,,$4,,$18,$7,$0
209936420,$6,,$0,$0,$0,,$4,,$16,$2,$0
209936489,$6,,$0,$0,$0,,$4,,$16,$2,$0
209936536,$10,,$0,$0,$0,,$4,,$2,$4,$0
209936634,$2,,$0,$0,$0,,$4,,$18,$1,$0
209936643,$16,,$0,$0,$0,,$4,,$16,$7,$0
209936645,$2,,$0,$0,$0,,$4,,$18,$1,$0
209936676,$10,,$0,,,,$4,,$18,$4,
209936725,$17,,$0,$0,$0,,$4,,$16,$7,$0
209936802,$4,,$0,$0,$0,,$4,,$16,$1,$0
209936833,$2,,$0,$0,$0,,$4,,$18,$1,$0
209936869,$16,,$0,$0,$0,,$4,,$18,$7,$0
209936876,$12,,$0,$0,$0,,$4,,$18,$5,$0
209936930,$0,,$0,,$0,,$0,,$1,$1,
209936945,$3,,$0,$0,$0,,$4,,$16,$1,$0
209936998,$6,,$0,$0,$0,,$4,,$16,$2,$0
209937006,$6,,$0,$0,$0,,$4,,$16,$2,$0
209937010,$17,,$0,$0,$0,,$4,,$16,$7,$0
209937011,$17,,$0,$0,$0,,$4,,$16,$7,$0
209937394,$0,,$0,,$0,,$0,,$1,$1,
209937420,$4,,$0,$0,$0,,$4,,$16,$1,$0
209937422,$10,,$0,$0,$0,,$4,,$18,$4,$0
209937467,$17,,$0,$0,$0,,$4,,$16,$7,$0
209937478,$12,,$0,$0,$0,,$4,,$18,$5,$0
209937482,$15,,$0,$0,$0,,$4,,$18,$6,$0
209937532,$0,,$0,,$0,,$0,,$1,$1,
209937566,$4,,$0,$0,$0,,$4,,$16,$1,$0
209937574,$6,,$0,$0,$0,,$4,,$18,$3,$0
209937589,$0,,$0,,,,$4,,$18,$6,
209937829,$0,$1,$0,,,,$0,,,$0,
209937831,$0,$1,$0,,,,$0,,,$0,
209937898,$0,$1,$0,,,,$0,,,$0,
209938112,$0,,$0,,$0,,$0,,$1,$3,
209942049,$5,,$0,$0,$0,,$4,,$12,$2,$0
209943486,$0,,$0,,,,$4,,$1,$6,
209943589,$16,,$0,$0,$0,,$4,,$1,$7,$0
209943655,$15,,$0,$0,$0,,$4,,$1,$6,$0
209943831,$0,,$0,,,,$4,,$16,$2,
209943882,$0,,$0,,,,$4,,$1,$2,
209943954,$0,,$0,,,,$4,,$1,$2,
209943957,$0,,$0,,,,$4,,$1,$2,
209944052,$24,,$0,$0,$0,,$4,,$16,$10,$0
209944053,$20,,$0,$0,$0,,$4,,$16,$10,$0
209944077,$0,,$0,,,,$4,,$1,$2,
209944114,$0,,$0,,,,$4,,$1,$2,
209944216,$0,,$0,,,,$4,,$1,$2,
209944472,$3,,$0,,$0,,$0,,$0,$1,
209947360,$4,,$0,$0,$0,,$4,,$2,$1,$0
209947369,$6,,$0,$0,$0,,$4,,$2,$2,$0
209947784,$12,,$0,$0,$0,,$4,,$16,$6,$0
209947988,$22,,$0,$0,$0,,$4,,$18,$7,$0
209947995,$81,,$0,$0,$0,,$4,,$18,$33,$0
209948003,$5,,$0,$0,$0,,$4,,$1,$2,$0
209948061,$24,,$0,$0,$0,,$4,,$18,$9,$0
209948080,$82,,$0,$0,$0,,$4,,$1,$33,$0
209948106,$9,,$0,$0,$0,,$4,,$18,$4,$0
209948258,$5,,$0,$0,$0,,$4,,$16,$2,$0
209948311,$6,,$0,$0,$0,,$4,,$16,$2,$0
209948315,$6,,$0,$0,$0,,$4,,$16,$2,$0
209948376,$8,,$0,$0,$0,,$4,,$16,$6,$0
209948380,$11,,$0,$0,$0,,$4,,$16,$5,$0
209948658,$5,,$0,$0,$0,,$4,,$16,$3,$0
209948735,$13,,$0,$0,$0,,$4,,$16,$6,$0
209948739,$14,,$0,$0,$0,,$4,,$16,$6,$0
209948743,$9,,$0,$0,$0,,$4,,$18,$4,$0
209948753,$6,,$0,$0,$0,,$4,,$16,$2,$0
209948988,$10,,$0,,,,$4,,$1,$4,
209949029,$82,,$0,$0,$0,,$4,,$1,$33,$0
209949040,$12,,$0,$0,$0,,$4,,$16,$6,$0
209949130,$13,,$0,$0,$0,,$4,,$16,$5,$0
209949243,$5,,$0,$0,$0,,$4,,$16,$2,$0
209949303,$12,,$0,$0,$0,,$4,,$16,$6,$0
209949307,$14,,$0,$0,$0,,$4,,$16,$6,$0
209949329,$12,,$0,$0,$0,,$4,,$16,$6,$0
209949356,$6,,$0,$0,$0,,$4,,$16,$2,$0
209949423,$6,,$0,$0,$0,,$4,,$1,$3,$0
209949435,$5,,$0,$0,$0,,$4,,$1,$2,$0
209949467,$12,,$0,$0,$0,,$4,,$16,$6,$0
209949560,$6,,$0,$0,$0,,$4,,$1,$3,$0
209949561,$5,,$0,$0,$0,,$4,,$16,$2,$0
209949656,$7,,$0,$0,$0,,$4,,$1,$3,$0
209949749,$12,,$0,$0,$0,,$4,,$16,$6,$0
209949754,$23,,$0,$0,$0,,$4,,$18,$9,$0
209949769,$22,,$0,$0,$0,,$4,,$1,$7,$0
209949836,$6,,$0,$0,$0,,$4,,$1,$3,$0
209949895,$11,,$0,$0,$0,,$4,,$16,$4,$0
209950029,$3,,$0,$0,$0,,$4,,$16,$1,$0
209950075,$8,,$0,$0,$0,,$4,,$16,$4,$0
209950111,$15,,$0,$0,$0,,$4,,$16,$6,$0
209950185,$13,,$0,$0,$0,,$4,,$16,$6,$0
209950189,$82,,$0,$0,$0,,$4,,$18,$33,$0
209950193,$12,,$0,$0,$0,,$4,,$16,$6,$0
209950241,$5,,$0,$0,$0,,$4,,$1,$2,$0
209950269,$9,,$0,$0,$0,,$4,,$18,$4,$0
209950303,$6,,$0,$0,$0,,$4,,$16,$2,$0
209950413,$13,,$0,$0,$0,,$4,,$16,$6,$0
209950415,$12,,$0,$0,$0,,$4,,$16,$6,$0
209950440,$13,,$0,$0,$0,,$4,,$16,$6,$0
209950520,$12,,$0,$0,$0,,$4,,$16,$6,$0
209950571,$12,,$0,$0,$0,,$4,,$16,$6,$0
209950580,$12,,$0,$0,$0,,$4,,$16,$6,$0
209950605,$4,,$0,$0,$0,,$4,,$1,$2,$0
209950617,$54,,$0,$0,$0,,$4,,$18,$23,$0
209950618,$8,,$0,$0,$6,,$6,,$1,$3,$0
209961334,$0,,$0,,$0,,$0,,$2,$1,
209961492,$0,,$0,,$0,,$0,,$2,$1,
209961512,$0,,$0,,$0,,$0,,$1,$1,
209962545,$0,,$0,,$0,,$0,,$2,$1,
209964666,$0,,$0,,$0,,$0,,$2,$3,
209964676,$0,,$0,,$0,,$0,,$2,$3,
209964878,$0,,$0,,$0,,$0,,$1,$1,
209966332,$4,,$0,$0,$0,,$0,,$0,$2,$0
209967775,$0,,$0,,$0,,$0,,$1,$1,
209969394,$0,,$0,,$0,,$0,,$2,$5,
209969992,$0,,$0,,$0,,$0,,$2,$1,
209970011,$0,,$0,,$0,,$0,,$2,$1,
209970017,$0,,$0,,$0,,$0,,$2,$1,
209970021,$0,,$0,,$0,,$0,,$2,$1,
209971249,$8,,$0,$0,$0,,$0,,$0,$3,$0
209973362,$0,,$0,,$0,,$0,,$2,$2,
209973485,$9,,$0,$0,$0,,$4,,$16,$4,$0
209973543,$0,,$0,,$0,,$0,,$1,$1,
209973680,$0,,$0,,$0,,$0,,$2,$1,
209973704,$0,,$0,,$0,,$0,,$1,$1,
209973755,$0,,$0,,$0,,$0,,$2,$0,
209975185,$37,,$0,,,,,,$36,$14,
209975537,$0,,$0,,$0,,$0,,$1,$1,
209975700,$0,,$0,,$0,,$0,,$2,$4,
209976413,$4,$3,$0,$0,$0,,$4,,$0,$1,$0
209976493,$2,$3,$0,$0,$0,,$4,$14,$0,$1,$0
209976534,$48,,$0,$0,$0,,$4,,$1,$15,$0
209976545,$0,,$0,,$0,,$0,,$2,$1,
209976546,$0,,$0,,$0,,$0,,$2,$3,
209976613,$0,,$0,,$0,,$0,,$2,$1,
209976617,$0,,$0,,$0,,$0,,$2,$3,
209976618,$0,,$0,,$0,,$0,,$2,$1,
209976622,$0,,$0,,$0,,$0,,$2,$3,
209976633,$5,,$0,$0,$6,,$6,,$16,$2,$0
209978295,$0,,$0,,$0,,$0,,$2,$3,
209979534,$0,,$0,,$0,,$0,,$1,$1,
209979553,$0,,$0,,$0,,$0,,$2,$0,
209979654,$3,,$0,,,,,,,$1,
209979770,$0,,$0,,$0,,$0,,$2,$1,
209979805,$0,,$0,,$0,,$0,,$1,$1,
209979820,$0,,$0,,$0,,$0,,$1,$0,
209980027,$0,,$0,,$0,,$0,,$2,$1,
209980322,$0,,$0,,$0,,$0,,$2,$1,
209980323,$0,,$0,,$0,,$0,,$2,$1,
209980368,$0,,$0,,$0,,$0,,$2,$1,
209980478,$0,,$0,,$0,,$0,,$2,$2,
209980482,$0,,$0,,$0,,$0,,$2,$6,
209980487,$0,,$0,,$0,,$0,,$2,$6,
209980490,$0,,$0,,$0,,$0,,$2,$1,
209980922,$35,,$0,$0,$0,,$6,,$27,$17,$0
209980928,$35,,$0,$0,$0,,$6,,$27,$17,$0
209980983,$0,,$0,,,,$6,,$27,$10,
209981232,$23,,$0,$0,$0,,$6,,$27,$10,$0
209981233,$44,,$0,$0,$0,,$6,,$27,$18,$0
209981316,$0,,$0,,,,$6,,$27,$16,
209981618,$0,,$0,,$0,,$0,,$2,$1,
209981624,$0,,$0,,$0,,$0,,$2,$6,
209981629,$0,,$0,,$0,,$0,,$2,$1,
209981632,$0,,$0,,$0,,$0,,$2,$1,
209981634,$0,,$0,,$0,,$0,,$2,$1,
209981636,$0,,$0,,$0,,$0,,$2,$1,
209981640,$0,,$0,,$0,,$0,,$2,$1,
209981643,$0,,$0,,$0,,$0,,$2,$1,
209981645,$0,,$0,,$0,,$0,,$2,$1,
209981656,$0,,$0,,$0,,$0,,$2,$1,
209981657,$0,,$0,,$0,,$0,,$2,$1,
209981660,$0,,$0,,$0,,$0,,$2,$1,
209981668,$0,,$0,,$0,,$0,,$2,$1,
209981671,$0,,$0,,$0,,$0,,$2,$1,
209985465,$0,,$0,,$0,,$0,,$2,$1,
209985470,$0,,$0,,$0,,$0,,$2,$1,
209985476,$0,,$0,,$0,,$0,,$2,$1,
209985483,$0,,$0,,$0,,$0,,$2,$1,
209985489,$0,,$0,,$0,,$0,,$2,$1,
209985518,$0,,$0,,$0,,$0,,$2,$1,
209985532,$0,,$0,,$0,,$0,,$2,$1,
209985546,$0,,$0,,$0,,$0,,$2,$1,
209985615,$0,,$0,,$0,,$0,,$2,$2,
209985638,$0,,$0,,$0,,$0,,$2,$2,
209985639,$0,,$0,,$0,,$0,,$2,$2,
209985686,$0,,$0,,$0,,$0,,$2,$2,
209985697,$0,,$0,,$0,,$0,,$2,$2,
209986726,$9,,$0,$0,$0,,$4,,$10,$3,$0
209987002,$19,,$0,$0,$0,,$4,,$2,$13,$0
209987179,$7,,$0,$0,$0,,$4,,$2,$2,$0
209987521,$0,,$0,,$0,,$0,,$1,$0,
209987650,$0,,$0,,$0,,$0,,$1,$0,
209990960,$0,,$0,,$0,,$0,,$2,$1,
209991059,$0,,$0,,$0,,$0,,$2,$1,
209991161,$0,,$0,,$0,,$0,,$2,$3,
209992045,$3,,$0,$0,$0,,$4,,$16,$2,$0
209992164,$5,,$0,,,,,,,$2,
209992519,$35,,$0,,,,,,$36,$14,
209992520,$3,,$0,$0,$0,,$4,,$16,$2,$0
209992546,$5,,$0,,,,,,,$2,
209994301,$0,,$0,,,,$6,,$27,$10,
209995240,$21,,$0,$0,$0,,$6,,$27,$9,$0
209995467,$0,,$0,,$0,,$0,,$2,$1,
209996814,$3,,$0,$0,$0,,$4,,$1,$1,$0
209996851,$0,,$0,,$0,,$0,,$2,$1,
209996860,$3,,$0,$0,$0,,$4,,$1,$1,$0
209996915,$0,,$0,,$0,,$0,,$2,$1,
209996924,$0,,$0,,$0,,$0,,$2,$1,
209996939,$0,,$0,,$0,,$0,,$2,$2,
209997033,$11,,$0,$0,$0,,$4,,$36,$3,$0
209997181,$0,,$0,,$0,,$0,,$2,$1,
209997527,$14,$3,$0,$0,$0,,$4,,$0,$4,$0
209997539,$5,$3,$0,$0,$0,,$4,,$0,$1,$0
209997586,$4,$3,$0,$0,$0,,$4,,$0,$1,$0
209997883,$4,$3,$0,$0,$0,,$4,,$0,$1,$0
209998022,$0,,$0,,$0,,$0,,$2,$3,
210009689,$0,,$0,,$0,,$0,,$2,$3,
210009769,$0,,$0,,$0,,$0,,$2,$1,
210009774,$0,,$0,,$0,,$0,,$2,$4,
210009812,$0,,$0,,$0,,$0,,$2,$3,
210010248,$0,,$0,,,,$4,,$1,$3,
210010265,$5,,$0,$0,$0,,$4,,$1,$2,$0
210010271,$4,,$0,$0,$0,,$4,,$1,$2,$0
210010319,$0,,$0,,,,$4,,$1,$2,
210010374,$12,,$0,$0,$0,,$4,,$16,$5,$0
210010383,$5,,$0,$0,$0,,$4,,$16,$2,$0
210010386,$12,,$0,$0,$0,,$4,,$1,$6,$0
210010407,$15,,$0,$0,$0,,$4,,$1,$6,$0
210010527,$9,,$0,$0,$0,,$4,,$18,$4,$0
210010528,$9,,$0,$0,$0,,$4,,$18,$4,$0
210010607,$0,,$0,,,,$4,,$1,$2,
210010626,$0,,$0,,,,$4,,$16,$2,
210010739,$0,,$0,,,,$4,,$16,$2,
210010744,$0,,$0,,,,$4,,$16,$2,
210010851,$0,,$0,,,,$4,,$18,$6,
210010875,$9,,$0,$0,$0,,$4,,$18,$4,$0
210010879,$9,,$0,$0,$0,,$4,,$18,$4,$0
210010983,$9,,$0,$0,$0,,$4,,$18,$4,$0
210011006,$15,,$0,$0,$0,,$4,,$1,$6,$0
210011010,$13,,$0,$0,$0,,$4,,$1,$5,$0
210011061,$5,,$0,$0,$0,,$4,,$1,$2,$0
210011153,$20,,$0,$0,$0,,$4,,$16,$10,$0
210011216,$6,,$0,$0,$0,,$4,,$1,$2,$0
210011217,$5,,$0,$0,$0,,$4,,$1,$2,$0
210011220,$4,,$0,$0,$0,,$4,,$1,$2,$0
210011359,$8,,$0,$0,$6,,$6,,$17,$3,$0
210011736,$0,,$0,,,,$4,,$1,$2,
210011828,$7,,$0,$0,$6,,$6,,$9,$3,$0
210011829,$15,,$0,$0,$0,,$4,,$1,$6,$0
210011835,$9,,$0,$0,$0,,$4,,$18,$4,$0
210011836,$24,,$0,$0,$0,,$4,,$18,$9,$0
210011840,$14,,$0,$0,$0,,$4,,$18,$5,$0
210011866,$9,,$0,$0,$0,,$4,,$6,$4,$0
210011939,$23,,$0,$0,$0,,$4,,$18,$9,$0
210011957,$15,,$0,$0,$0,,$4,,$1,$6,$0
210011967,$7,,$0,$0,$6,,$6,,$10,$3,$0
210012002,$9,,$0,$0,$0,,$4,,$18,$4,$0
210012008,$5,,$0,$0,$0,,$4,,$1,$2,$0
210012060,$8,,$0,$0,$6,,$6,,$17,$3,$0
210012126,$9,,$0,$0,$0,,$4,,$18,$4,$0
210012127,$9,,$0,$0,$0,,$4,,$18,$4,$0
210014303,$0,,$0,,$0,,$0,,$2,$3,
210014319,$0,,$0,,$0,,$0,,$2,$1,
210014324,$0,,$0,,$0,,$0,,$2,$1,
210014432,$0,,$0,,$0,,$0,,$2,$1,
210014455,$0,,$0,,$0,,$0,,$2,$1,
210014472,$0,,$0,,$0,,$0,,$2,$6,
210014478,$0,,$0,,$0,,$0,,$2,$1,
210014501,$0,,$0,,$0,,$0,,$2,$3,
210014529,$21,,$0,$0,$0,,$6,,$27,$9,$0
210014533,$0,,$0,,$0,,$0,,$2,$3,
210014568,$21,,$0,$0,$0,,$6,,$27,$9,$0
210014637,$0,,$0,,$0,,$0,,$2,$1,
210014707,$0,,$0,,$0,,$0,,$2,$1,
210014720,$0,,$0,,$0,,$0,,$2,$0,
210014725,$21,,$0,$0,$0,,$6,,$27,$9,$0
210014805,$0,,$0,,$0,,$0,,$2,$2,
210014812,$0,,$0,,$0,,$0,,$2,$3,
210014879,$0,,$0,,$0,,$0,,$2,$2,
210014901,$0,,$0,,$0,,$0,,$2,$3,
210014918,$0,,$0,,$0,,$0,,$2,$1,
210014956,$0,,$0,,$0,,$0,,$1,$1,
210014958,$0,,$0,,$0,,$0,,$1,$1,
210014960,$0,,$0,,$0,,$0,,$1,$1,
210014961,$0,,$0,,$0,,$0,,$1,$2,
210014963,$0,,$0,,$0,,$0,,$1,$1,
210015025,$0,,$0,,$0,,$0,,$1,$2,
210015026,$0,,$0,,$0,,$0,,$1,$1,
210015027,$0,,$0,,$0,,$0,,$1,$1,
210015028,$0,,$0,,$0,,$0,,$1,$4,
210015029,$0,,$0,,$0,,$0,,$1,$1,
210015030,$0,,$0,,$0,,$0,,$1,$1,
210015031,$0,,$0,,$0,,$0,,$1,$1,
210015032,$0,,$0,,$0,,$0,,$1,$1,
210015033,$0,,$0,,$0,,$0,,$1,$1,
210015034,$0,,$0,,$0,,$0,,$1,$1,
210015035,$0,,$0,,$0,,$0,,$1,$2,
210015036,$0,,$0,,$0,,$0,,$1,$1,
210015037,$0,,$0,,$0,,$0,,$1,$1,
210015038,$0,,$0,,$0,,$0,,$1,$2,
210015039,$0,,$0,,$0,,$0,,$1,$1,
210015040,$0,,$0,,$0,,$0,,$1,$1,
210015110,$0,,$0,,$0,,$0,,$1,$1,
210015115,$0,,$0,,$0,,$0,,$1,$1,
210015122,$0,,$0,,$0,,$0,,$1,$1,
210015135,$0,,$0,,$0,,$0,,$1,$1,
210015140,$0,,$0,,$0,,$0,,$1,$1,
210015146,$0,,$0,,$0,,$0,,$1,$1,
210015151,$0,,$0,,$0,,$0,,$1,$1,
210015159,$0,,$0,,$0,,$0,,$1,$1,
210015166,$0,,$0,,$0,,$0,,$1,$4,
210015169,$0,,$0,,$0,,$0,,$1,$1,
210015171,$0,,$0,,$0,,$0,,$1,$1,
210015175,$0,,$0,,$0,,$0,,$1,$1,
210015177,$0,,$0,,$0,,$0,,$1,$1,
210015369,$1,$1,$0,,,,$0,,,$0,
210015388,$3,$1,$1,,,,$0,,,$1,
210015423,$1,$1,$0,,,,$0,,,$0,
210015424,$2,$1,$0,,,,,,,$0,
210015501,$2,$1,$0,,,,,,,$0,
210015522,$0,$1,$0,,,,$0,,,$0,
210015523,$0,$1,$0,,,,$0,,,$0,
210015541,$1,$1,$0,,,,$0,,,$0,
210015542,$1,$1,$0,,,,$0,,,$0,
210015547,$1,$1,$0,,,,$0,,,$0,
210015594,$1,$1,$0,,,,$0,,,$0,
210015607,$0,$1,$0,,,,$0,,,$0,
210015621,$0,$1,$0,,,,$0,,,$0,
210015637,$2,$1,$1,,,,$0,,,$1,
210015658,$1,$1,$0,,,,$0,,,$0,
210015677,$1,$1,$0,,,,$0,,,$0,
210015682,$1,$1,$0,,,,$0,,,$0,
210015724,$2,$1,$1,,,,$0,,,$1,
210015736,$1,$1,$0,,,,$0,,,$0,
210015751,$1,$1,$0,,,,$0,,,$0,
210015759,$2,$1,$1,,,,$0,,,$1,
210015810,$2,$1,$1,,,,$0,,,$1,
210015814,$2,$1,$1,,,,$0,,,$1,
210015815,$2,$1,$0,,,,$0,,,$0,
210015831,$1,$1,$0,,,,$0,,,$0,
210015837,$2,$1,$1,,,,$0,,,$1,
210015839,$1,$1,$0,,,,$0,,,$0,
210015865,$1,$1,$0,,,,$0,,,$0,
210015895,$2,$1,$0,,,,$0,,,$0,
210015972,$0,$1,$0,,,,$0,,,$0,
210015999,$1,$1,$0,,,,$0,,,$0,
210016001,$1,$1,$0,,,,$0,,,$0,
210016002,$1,$1,$0,,,,$0,,,$0,
210016003,$2,$1,$1,,,,$0,,,$1,
210016041,$2,$1,$1,,,,$0,,,$1,
210016042,$1,$1,$0,,,,$0,,,$0,
210016050,$0,,$0,,$0,,$0,,$2,$1,
210016056,$0,,$0,,$0,,$0,,$2,$0,
210016070,$0,,$0,,$0,,$0,,$2,$1,
210016116,$0,,$0,,$0,,$0,,$2,$4,
210016261,$0,,$0,,$0,,$0,,$2,$1,
210016434,$0,,$0,,$0,,$0,,$2,$1,
210017526,$0,,$0,,$0,,$0,,$6,$0,
210017664,$25,,$0,$0,$0,,$4,,$2,$8,$0
210017702,$0,,$0,,$0,,$4,,$6,$0,
210018525,$26,,$0,$0,$0,,$4,,$36,$8,$0
210018608,$11,,$0,$0,$6,,$6,,$25,$5,$0
210020222,$6,,$0,$0,$0,,$4,,$16,$3,$0
210020591,$12,,$0,$0,$0,,$4,,$18,$4,$0
210020776,$0,,$0,,$0,,$0,,$2,$2,
210020836,$0,,$0,,$0,,$0,,$2,$1,
210020842,$0,,$0,,$0,,$0,,$2,$4,
210020847,$0,,$0,,$0,,$0,,$2,$1,
210020871,$0,,$0,,$0,,$0,,$2,$1,
210021032,$15,,$0,$0,$0,,$6,,$27,$6,$0
210021648,$21,,$0,$0,$0,,$6,,$27,$9,$0
210021654,$19,,$0,$0,$0,,$6,,$27,$8,$0
210021681,$21,,$0,$0,$0,,$6,,$27,$9,$0
210022241,$0,,$0,,,,$6,,$27,$4,
210023305,$0,,$0,,,,$6,,$27,$10,
210023327,$0,,$0,,,,$6,,$27,$10,
210023328,$0,,$0,,,,$6,,$27,$10,
210023331,$0,,$0,,,,$6,,$27,$10,
210023408,$0,,$0,,,,$6,,$27,$10,
210023418,$0,,$0,,,,$6,,$27,$10,
210023468,$0,,$0,,,,$6,,$27,$10,
210023494,$0,,$0,,,,$6,,$27,$10,
210023517,$0,,$0,,,,$6,,$27,$10,
210023519,$0,,$0,,,,$6,,$27,$10,
